,captured_at,channel_id,device_id,devicetype_id,height,id,latitude,location_name,longitude,original_id,sensor_id,station_id,unit,user_id,value
332,2011-12-15T03:59:13.000Z,,,,,14865806,37.4281083333,,141.022105,,,,cpm,1,3462.0
333,2011-12-15T04:02:33.000Z,,,,,14865846,37.4280966667,,141.022095,,,,cpm,1,3480.0
334,2011-12-15T04:05:59.000Z,,,,,14865887,37.4269766667,,141.021255,,,,cpm,1,4193.0
335,2011-12-15T04:02:28.000Z,,,,,14865845,37.428095,,141.022093333,,,,cpm,1,3541.0
336,2011-12-15T03:59:38.000Z,,,,,14865811,37.428105,,141.022101667,,,,cpm,1,3479.0
337,2011-12-15T03:59:43.000Z,,,,,14865812,37.4281033333,,141.0221,,,,cpm,1,3499.0
338,2011-12-15T04:00:58.000Z,,,,,14865827,37.4281016667,,141.022098333,,,,cpm,1,3507.0
339,2011-12-15T04:00:53.000Z,,,,,14865826,37.4281016667,,141.022098333,,,,cpm,1,3542.0
340,2011-12-15T03:59:48.000Z,,,,,14865813,37.4281016667,,141.022098333,,,,cpm,1,3504.0
341,2011-12-15T03:59:03.000Z,,,,,14865804,37.4281116667,,141.022106667,,,,cpm,1,3439.0
342,2011-12-15T03:59:18.000Z,,,,,14865807,37.4281116667,,141.022106667,,,,cpm,1,3500.0
343,2011-12-15T03:58:48.000Z,,,,,14865801,37.4281116667,,141.022106667,,,,cpm,1,3500.0
344,2011-12-15T03:59:33.000Z,,,,,14865810,37.4281083333,,141.022103333,,,,cpm,1,3479.0
345,2011-12-15T04:02:23.000Z,,,,,14865844,37.428095,,141.022091667,,,,cpm,1,3535.0
346,2011-12-15T03:58:43.000Z,,,,,14865800,37.4281116667,,141.022105,,,,cpm,1,3467.0
347,2011-12-15T03:59:08.000Z,,,,,14865805,37.4281116667,,141.022105,,,,cpm,1,3464.0
348,2011-12-15T04:06:19.000Z,,,,,14865891,37.42673,,141.021095,,,,cpm,1,4707.0
349,2011-12-15T03:56:27.000Z,,,,,14865773,37.428075,,141.022071667,,,,cpm,1,2803.0
350,2011-12-15T03:58:12.000Z,,,,,14865794,37.4281083333,,141.0221,,,,cpm,1,3515.0
351,2011-12-15T03:58:17.000Z,,,,,14865795,37.4281083333,,141.0221,,,,cpm,1,3499.0
352,2011-12-15T03:57:52.000Z,,,,,14865790,37.428095,,141.022088333,,,,cpm,1,3570.0
353,2011-12-15T03:58:38.000Z,,,,,14865799,37.4281133333,,141.022103333,,,,cpm,1,3491.0
354,2011-12-15T03:58:27.000Z,,,,,14865797,37.42811,,141.0221,,,,cpm,1,3525.0
355,2011-12-15T03:58:22.000Z,,,,,14865796,37.4281083333,,141.022098333,,,,cpm,1,3537.0
356,2011-12-15T03:58:07.000Z,,,,,14865793,37.4281066667,,141.022096667,,,,cpm,1,3537.0
357,2011-12-15T03:58:02.000Z,,,,,14865792,37.428105,,141.022095,,,,cpm,1,3540.0
358,2011-12-15T03:58:32.000Z,,,,,14865798,37.4281133333,,141.022101667,,,,cpm,1,3490.0
359,2011-12-15T03:57:57.000Z,,,,,14865791,37.4281,,141.02209,,,,cpm,1,3549.0
360,2011-12-15T04:06:14.000Z,,,,,14865890,37.4267566667,,141.021105,,,,cpm,1,4599.0
361,2011-12-18T12:58:05.000Z,,,,,14894815,37.428125,,141.022101667,,,,cpm,1,3257.0
362,2011-12-15T04:06:09.000Z,,,,,14865889,37.4268016667,,141.021116667,,,,cpm,1,4473.0
363,2011-12-15T04:06:04.000Z,,,,,14865888,37.426865,,141.021146667,,,,cpm,1,4338.0
364,2011-12-18T12:52:23.000Z,,,,,14894747,37.4179883333,,141.020386667,,,,cpm,1,6064.0
365,2011-12-18T12:51:23.000Z,,,,,14894735,37.41781,,141.02044,,,,cpm,1,5555.0
366,2011-12-18T12:53:44.000Z,,,,,14894763,37.4213116667,,141.01954,,,,cpm,1,4698.0
367,2011-12-18T12:53:39.000Z,,,,,14894762,37.4213083333,,141.01954,,,,cpm,1,5046.0
368,2011-12-18T12:53:34.000Z,,,,,14894761,37.4213033333,,141.019535,,,,cpm,1,5434.0
369,2011-12-18T12:53:49.000Z,,,,,14894764,37.4213166667,,141.019528333,,,,cpm,1,4366.0
370,2011-12-18T12:53:29.000Z,,,,,14894760,37.4213083333,,141.01951,,,,cpm,1,5773.0
371,2011-12-18T12:53:14.000Z,,,,,14894757,37.4209066667,,141.01954,,,,cpm,1,6355.0
372,2011-12-15T04:07:54.000Z,,,,,14865910,37.4179516667,,141.02034,,,,cpm,1,5137.0
373,2011-12-18T12:58:10.000Z,,,,,14894816,37.42843,,141.022166667,,,,cpm,1,3344.0
374,2011-12-18T12:53:04.000Z,,,,,14894755,37.4203616667,,141.019598333,,,,cpm,1,6528.0
375,2011-12-18T12:53:54.000Z,,,,,14894765,37.4215766667,,141.019483333,,,,cpm,1,4087.0
376,2011-12-18T12:53:09.000Z,,,,,14894756,37.4206316667,,141.019555,,,,cpm,1,6438.0
377,2011-12-18T12:53:19.000Z,,,,,14894758,37.42119,,141.019495,,,,cpm,1,6259.0
378,2011-12-18T12:53:24.000Z,,,,,14894759,37.4213133333,,141.01948,,,,cpm,1,6039.0
379,2011-12-18T12:53:59.000Z,,,,,14894766,37.4219133333,,141.019463333,,,,cpm,1,3941.0
380,2012-01-18T02:29:11.000Z,,,,,15500955,37.4178333333,,141.020355,,,,cpm,1,6117.0
381,2011-12-15T04:07:49.000Z,,,,,14865909,37.4182,,141.020176667,,,,cpm,1,4976.0
382,2011-12-18T12:52:59.000Z,,,,,14894754,37.4201,,141.01958,,,,cpm,1,6570.0
383,2011-12-18T12:54:04.000Z,,,,,14894767,37.422245,,141.019428333,,,,cpm,1,3796.0
384,2011-12-18T12:56:45.000Z,,,,,14894799,37.4265616667,,141.020723333,,,,cpm,1,4122.0
385,2011-12-18T12:52:28.000Z,,,,,14894748,37.4182266667,,141.020123333,,,,cpm,1,6195.0
386,2011-12-15T03:56:22.000Z,,,,,14865772,37.4285416667,,141.02216,,,,cpm,1,2901.0
387,2011-12-18T12:54:09.000Z,,,,,14894768,37.422555,,141.019408333,,,,cpm,1,3648.0
388,2011-12-18T12:52:53.000Z,,,,,14894753,37.41974,,141.019611667,,,,cpm,1,6740.0
389,2011-12-15T04:07:24.000Z,,,,,14865904,37.4208,,141.019426667,,,,cpm,1,4054.0
390,2011-12-15T04:07:19.000Z,,,,,14865903,37.4213133333,,141.019383333,,,,cpm,1,3980.0
391,2011-12-15T04:07:14.000Z,,,,,14865902,37.42184,,141.019355,,,,cpm,1,4104.0
392,2011-12-15T04:07:29.000Z,,,,,14865905,37.42026,,141.019483333,,,,cpm,1,4063.0
393,2011-12-15T04:06:24.000Z,,,,,14865892,37.4266566667,,141.020701667,,,,cpm,1,4776.0
394,2011-12-18T12:54:14.000Z,,,,,14894769,37.4228683333,,141.019406667,,,,cpm,1,3485.0
395,2011-12-18T12:52:48.000Z,,,,,14894752,37.4194133333,,141.019643333,,,,cpm,1,6795.0
396,2011-12-18T12:54:19.000Z,,,,,14894770,37.4231583333,,141.019416667,,,,cpm,1,3321.0
397,2011-12-15T04:07:09.000Z,,,,,14865901,37.4224,,141.01933,,,,cpm,1,4232.0
398,2012-01-18T02:47:14.000Z,,,,,15501172,37.4105466667,,141.030861667,,,,cpm,1,6083.0
399,2011-12-15T04:07:59.000Z,,,,,14865911,37.41778,,141.020211667,,,,cpm,1,5362.0
