Id,Diagnosis Source,Latitude,Longitude,Region,Country,Admin1,Locality Name,Locality Quality,Observation Date,Reporting Date,Status,Disease,Serotypes,Species Description,SumAtRisk,SumCases,SumDeaths,SumDestroyed,SumSlaughtered,HumansAffected,HumansDeaths
195118,OIE,42.800000,22.683000,Europe,Bulgaria,Pernik,Ezdimirtsi,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",80,4,0,0,0,,
195117,OIE,43.450000,22.883000,Europe,Bulgaria,Montana,Gorna luka,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",191,3,0,0,0,,
195116,OIE,42.833000,22.650000,Europe,Bulgaria,Pernik,Tryn,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",40,2,0,0,0,,
195115,OIE,43.283000,23.233000,Europe,Bulgaria,Montana,Zamfirovo,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",1367,12,0,0,0,,
195114,OIE,41.750000,25.450000,Europe,Bulgaria,Kardzhali,Sokolyane,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",218,3,0,0,0,,
195113,OIE,42.817000,22.733000,Europe,Bulgaria,Pernik,Filipovtsi,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",182,4,0,0,0,,
195112,OIE,42.667000,22.767000,Europe,Bulgaria,Pernik,Kosharevo,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",162,15,0,0,0,,
195111,OIE,42.233000,24.817000,Europe,Bulgaria,Plovdiv,Kalekovets,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",90,1,0,0,0,,
195110,OIE,41.883000,25.200000,Europe,Bulgaria,Plovdiv,Nochevo,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",45,6,0,0,0,,
195109,OIE,43.500000,22.983000,Europe,Bulgaria,Montana,Smolyanovtsi,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",2208,1,0,0,0,,
195108,OIE,43.237000,23.124000,Europe,Bulgaria,Montana,Berkovitsa,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",2088,56,0,0,0,,
195107,OIE,42.583000,22.900000,Europe,Bulgaria,Pernik,Leskovets,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",128,2,0,0,0,,
195106,OIE,43.267000,23.183000,Europe,Bulgaria,Montana,Bokilovtsi,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",499,33,0,0,0,,
195105,OIE,41.783000,25.200000,Europe,Bulgaria,Kardzhali,Sredska,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",25,5,0,0,0,,
195104,OIE,42.600000,23.033000,Europe,Bulgaria,Pernik,Pernik,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",55,5,0,0,0,,
195103,OIE,43.183000,23.283000,Europe,Bulgaria,Montana,Vyrshets,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",1786,14,0,0,0,,
195102,OIE,43.150463,24.781894,Europe,Bulgaria,Lovech,Presyaka,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",99,2,0,0,0,,
195101,OIE,42.550000,22.817000,Europe,Bulgaria,Pernik,Kovachevtsi,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",30,3,0,0,0,,
195100,OIE,43.367000,24.667000,Europe,Bulgaria,Pleven,Radishevo,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",73,2,0,0,0,,
195099,OIE,43.350000,23.017000,Europe,Bulgaria,Montana,Melyane,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",726,5,0,0,0,,
195098,OIE,43.233674,24.830045,Europe,Bulgaria,Lovech,Doirentsi,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",2,1,0,0,0,,
195097,OIE,42.617000,22.783000,Europe,Bulgaria,Pernik,Chepino,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",67,7,0,0,0,,
195096,OIE,42.567000,22.700000,Europe,Bulgaria,Pernik,Divlya,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",315,70,0,0,0,,
195095,OIE,42.367000,24.417000,Europe,Bulgaria,Pazardzhik,Blatnitsa,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",311,1,0,0,0,,
195094,OIE,42.350000,24.117000,Europe,Bulgaria,Pazardzhik,Lesichovo,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",1632,2,0,0,0,,
195093,OIE,42.317000,24.283000,Europe,Bulgaria,Pazardzhik,Apriltsi,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",368,1,0,0,0,,
195092,OIE,42.483000,22.883000,Europe,Bulgaria,Pernik,Potsyrnentsi,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",51,5,0,0,0,,
195091,OIE,42.450000,24.150000,Europe,Bulgaria,Pazardzhik,Banya,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",422,1,0,0,0,,
195090,OIE,42.517000,23.017000,Europe,Bulgaria,Pernik,Chervena mogila,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",98,1,0,0,0,,
195089,OIE,42.551891,22.734485,Europe,Bulgaria,Pernik,Peshtera,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",516,3,0,0,0,,
195088,OIE,41.933000,24.283000,Europe,Bulgaria,Pazardzhik,Nova mahala,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",498,1,0,0,0,,
195087,OIE,42.617000,22.717000,Europe,Bulgaria,Pernik,Mureno,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",85,5,0,0,0,,
195086,OIE,42.122280,24.201720,Europe,Bulgaria,Pazardzhik,Patalenitsa,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",1446,2,0,0,0,,
195085,OIE,42.100000,24.217000,Europe,Bulgaria,Pazardzhik,Tsryncha,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",925,3,0,0,0,,
195084,OIE,43.500000,24.083000,Europe,Bulgaria,Vratca,Knezha,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",437,16,0,0,0,,
195083,OIE,41.467000,25.417000,Europe,Bulgaria,Kardzhali,Kamenets,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",407,10,0,0,0,,
195082,OIE,41.500000,25.433000,Europe,Bulgaria,Kardzhali,Bagryanka,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",61,1,0,0,0,,
195081,OIE,42.483300,23.183300,Europe,Bulgaria,Pernik,Bosnek,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",171,6,0,0,0,,
195080,OIE,42.533000,23.133000,Europe,Bulgaria,Pernik,Studena,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",34,2,0,0,0,,
195079,OIE,43.067132,24.186747,Europe,Bulgaria,Lovech,Golyama brestnitsa,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",258,13,0,0,0,,
195078,OIE,43.165870,24.069670,Europe,Bulgaria,Lovech,Karlukovo,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",197,15,0,0,0,,
195077,OIE,43.072014,24.845001,Europe,Bulgaria,Lovech,Prelom,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",23,1,0,0,0,,
195076,OIE,42.450000,22.867000,Europe,Bulgaria,Pernik,Debeli lag,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",147,51,0,0,0,,
195075,OIE,42.883000,24.867000,Europe,Bulgaria,Lovech,Skandaloto,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",7,2,0,0,0,,
195074,OIE,43.089129,24.707157,Europe,Bulgaria,Lovech,Hlevene,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",12,1,0,0,0,,
195073,OIE,43.252759,24.726729,Europe,Bulgaria,Lovech,Slatina,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",116,1,0,0,0,,
195072,OIE,43.020203,24.813587,Europe,Bulgaria,Lovech,Stefanovo,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",100,2,0,0,0,,
195071,OIE,43.155911,24.657719,Europe,Bulgaria,Lovech,Skobelevo,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",19,1,0,0,0,,
195070,OIE,43.127979,24.603560,Europe,Bulgaria,Lovech,Raduvene,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",101,6,0,0,0,,
195069,OIE,43.137562,24.920103,Europe,Bulgaria,Lovech,Brestovo,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",23,4,0,0,0,,
195068,OIE,42.667000,22.983000,Europe,Bulgaria,Pernik,Meshtitsa,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",40,1,0,0,0,,
195067,OIE,41.383000,25.533000,Europe,Bulgaria,Kardzhali,Malka chinka,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",244,3,0,0,0,,
195066,OIE,41.617000,25.150000,Europe,Bulgaria,Kardzhali,Dyadovtsi,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",44,4,0,0,0,,
195065,OIE,42.500000,24.700000,Europe,Bulgaria,Plovdiv,Hisarya,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",318,2,0,0,0,,
195064,OIE,41.817000,24.900000,Europe,Bulgaria,Plovdiv,Belitsa,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",228,2,0,0,0,,
195063,OIE,41.400000,25.550000,Europe,Bulgaria,Kardzhali,Golyama chinka,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",482,30,0,0,0,,
195062,OIE,41.333000,25.467000,Europe,Bulgaria,Kardzhali,Kukuryak,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",162,2,0,0,0,,
195061,OIE,41.417000,25.750000,Europe,Bulgaria,Kardzhali,Kyklitsa,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",503,13,0,0,0,,
195060,OIE,41.400000,25.283000,Europe,Bulgaria,Kardzhali,Rastnik,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",366,4,0,0,0,,
195059,OIE,41.483000,25.517000,Europe,Bulgaria,Kardzhali,Zvezdel,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",80,10,0,0,0,,
195058,OIE,41.319000,25.372000,Europe,Bulgaria,Kardzhali,Apriltsi,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",125,2,0,0,0,,
195057,OIE,42.833000,22.533000,Europe,Bulgaria,Pernik,Miloslavtsi,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",27,5,0,0,0,,
195056,OIE,41.450000,25.333000,Europe,Bulgaria,Kardzhali,Iliisko,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",523,25,0,0,0,,
195055,OIE,41.533000,25.050000,Europe,Bulgaria,Kardzhali,Zhyltusha,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",17,1,0,0,0,,
195054,OIE,41.567000,25.133000,Europe,Bulgaria,Kardzhali,Bistrogled,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",19,10,0,0,0,,
195053,OIE,41.533000,25.267000,Europe,Bulgaria,Kardzhali,Pravdolub,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",1,1,0,0,0,,
195052,OIE,41.583000,25.133000,Europe,Bulgaria,Kardzhali,Latinka,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",94,9,0,0,0,,
195051,OIE,41.533000,25.467000,Europe,Bulgaria,Kardzhali,Pleshintsi,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",85,1,0,0,0,,
195050,OIE,41.750000,25.317000,Europe,Bulgaria,Kardzhali,Zhitnitsa,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",54,4,0,0,0,,
195049,OIE,41.500000,25.067000,Europe,Bulgaria,Smoljan,Padina,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",30,10,0,0,0,,
195048,OIE,41.550000,25.200000,Europe,Bulgaria,Kardzhali,Sinchets,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",73,12,0,0,0,,
195047,OIE,41.750000,25.367000,Europe,Bulgaria,Kardzhali,Draganovo,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",97,5,0,0,0,,
195046,OIE,41.650000,25.267000,Europe,Bulgaria,Kardzhali,Suhovo,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",119,30,0,0,0,,
195045,OIE,41.550000,25.150000,Europe,Bulgaria,Kardzhali,Gyrbishte,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",32,10,0,0,0,,
195044,OIE,41.783000,25.267000,Europe,Bulgaria,Kardzhali,Cherna niva,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",117,24,0,0,0,,
195043,OIE,41.717000,25.350000,Europe,Bulgaria,Kardzhali,Versko,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",33,5,0,0,0,,
195042,OIE,41.567000,25.333000,Europe,Bulgaria,Kardzhali,Dyngovo,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",161,22,0,0,0,,
195041,OIE,41.750000,25.517000,Europe,Bulgaria,Kardzhali,Chereshitsa,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",165,3,0,0,0,,
195040,OIE,41.750000,25.283000,Europe,Bulgaria,Kardzhali,Yavorovo,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",56,12,0,0,0,,
195039,OIE,41.450000,25.283000,Europe,Bulgaria,Kardzhali,Kozitsa,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",21,5,0,0,0,,
195038,OIE,41.750000,25.317000,Europe,Bulgaria,Kardzhali,Vodach,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",1,1,0,0,0,,
195037,OIE,41.450000,25.350000,Europe,Bulgaria,Kardzhali,Velikdenche,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",422,23,0,0,0,,
195036,OIE,41.483000,25.350000,Europe,Bulgaria,Kardzhali,Polyanets,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",24,3,0,0,0,,
195035,OIE,41.800000,25.267000,Europe,Bulgaria,Kardzhali,Gabrovo,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",484,35,0,0,0,,
195034,OIE,41.800000,25.317000,Europe,Bulgaria,Haskovo,Lyaskovo,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",1,1,0,0,0,,
195033,OIE,41.500000,25.267000,Europe,Bulgaria,Kardzhali,Tutunche,Unknown,28/10/2014,28/10/2014,Confirmed,Bluetongue,4,"domestic, unspecified mammal",72,7,0,0,0,,
197104,OIE,45.816383,22.993602,Europe,Romania,Hunedoara,Ribita,Centroid Admin1,29/10/2014,25/11/2014,Confirmed,Bluetongue,4,"domestic, cattle",5,1,0,0,0,,
196082,OIE,42.892500,17.694400,Europe,Croatia,Dubrovnik-neretva,Stedrica 1 Stedrica Dubrovacko Primorje,Unknown,29/10/2014,07/11/2014,Confirmed,Bluetongue,4,"domestic, sheep",30,3,0,0,0,,
196081,OIE,42.726100,18.066900,Europe,Croatia,Dubrovnik-neretva,Gromaca Dubrovnik,Unknown,29/10/2014,07/11/2014,Confirmed,Bluetongue,4,"domestic, sheep",16,3,0,0,0,,
196080,OIE,42.908900,17.706400,Europe,Croatia,Dubrovnik-neretva,Topolo 1 Topolo Dubrovacko Primorje,Unknown,29/10/2014,07/11/2014,Confirmed,Bluetongue,4,"domestic, sheep",12,3,0,0,0,,
196079,OIE,42.892500,17.694400,Europe,Croatia,Dubrovnik-neretva,Stedrica 2 Stedrica  Dubrovacko Primorje,Unknown,29/10/2014,07/11/2014,Confirmed,Bluetongue,4,"domestic, sheep",32,3,0,0,0,,
196078,OIE,42.908900,17.706400,Europe,Croatia,Dubrovnik-neretva,Topolo 2 Topolo Dubrovacko Primorje,Unknown,29/10/2014,07/11/2014,Confirmed,Bluetongue,4,"domestic, sheep",5,2,0,0,0,,
196077,OIE,42.900000,17.680000,Europe,Croatia,Dubrovnik-neretva,Imotica Dubrovacko Primorje,Unknown,29/10/2014,07/11/2014,Confirmed,Bluetongue,4,"domestic, sheep",10,3,0,0,0,,
197105,OIE,45.816383,22.993602,Europe,Romania,Hunedoara,Valcelele Bune,Centroid Admin1,30/10/2014,25/11/2014,Confirmed,Bluetongue,4,"domestic, cattle",6,1,0,0,0,,
196472,OIE,42.983900,17.637500,Europe,Croatia,Dubrovnik-neretva,Vidonje Zazablje,Unknown,30/10/2014,14/11/2014,Confirmed,Bluetongue,4,"domestic, cattle",30,1,0,0,0,,
196438,OIE,45.365000,21.361000,Europe,Romania,Timis,SILAGIU,Unknown,30/10/2014,13/11/2014,Confirmed,Bluetongue,4,"domestic, sheep",765,2,0,0,0,,
195215,OIE,42.728200,18.337300,Europe,Bosnia and Herzegovina,Republika Srpska,Rašovac,Unknown,30/10/2014,04/11/2014,Confirmed,Bluetongue,4,"domestic, sheep",180,3,3,0,0,,
195032,OIE,39.500000,16.000000,Europe,Italy,Calabria,"FUSCALDO	",Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, cattle",24,3,0,0,0,,
195031,OIE,38.000000,15.660000,Europe,Italy,Calabria,"MOTTA SAN GIOVANNI	",Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, sheep",95,1,0,0,0,,
195030,OIE,39.250000,16.200000,Europe,Italy,Calabria,CAROLEI,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",19,10,0,0,0,,
195029,OIE,42.310000,12.050000,Europe,Italy,Lazio,VETRALLA,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",12,2,0,0,0,,
195028,OIE,42.580000,11.440000,Europe,Italy,Toscana,MANCIANO,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",276,4,0,0,0,,
195027,OIE,42.320000,12.260000,Europe,Italy,Lazio,CARBOGNANO,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",165,3,0,0,0,,
195026,OIE,41.510000,14.580000,Europe,Italy,Molise,BARANELLO,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",96,5,0,0,0,,
195025,OIE,39.000000,17.090000,Europe,Italy,Calabria,ISOLA DI CAPO RIZZUTO,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",140,35,0,0,0,,
195024,OIE,42.530000,11.920000,Europe,Italy,Lazio,MARTA,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",510,4,0,0,0,,
195023,OIE,42.510000,11.640000,Europe,Italy,Lazio,ISCHIA DI CASTRO,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",500,5,0,0,0,,
195022,OIE,41.720000,12.920000,Europe,Italy,Lazio,ARTENA,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",160,2,0,0,0,,
195021,OIE,41.370000,14.980000,Europe,Italy,Campania,FOIANO DI VAL FORTORE,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",37,2,0,0,0,,
195020,OIE,41.980000,14.510000,Europe,Italy,Abruzzi,CARPINETO SINELLO,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",10,1,0,0,0,,
195019,OIE,42.230000,14.490000,Europe,Italy,Abruzzi,FOSSACESIA,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",10,1,0,0,0,,
195018,OIE,42.130000,12.310000,Europe,Italy,Lazio,CAMPAGNANO DI ROMA,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",10,3,0,0,0,,
195017,OIE,42.050000,14.280000,Europe,Italy,Abruzzi,GESSOPALENA,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",10,7,0,0,0,,
195016,OIE,42.700000,11.910000,Europe,Italy,Lazio,ACQUAPENDENTE,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",47,2,0,0,0,,
195015,OIE,39.210000,16.340000,Europe,Italy,Calabria,APRIGLIANO,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",90,8,0,0,0,,
195014,OIE,41.040000,16.540000,Europe,Italy,Puglia,BITONTO,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",4,1,0,0,0,,
195013,OIE,42.580000,12.290000,Europe,Italy,Umbria,ALVIANO,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",14,1,0,0,0,,
195012,OIE,41.000000,16.440000,Europe,Italy,Puglia,RUVO DI PUGLIA,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",21,1,0,0,0,,
195011,OIE,41.850000,14.740000,Europe,Italy,Molise,ACQUAVIVA COLLECROCE,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",130,1,0,0,0,,
195010,OIE,43.040000,12.360000,Europe,Italy,Umbria,PERUGIA,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",64,1,0,0,0,,
195009,OIE,42.520000,12.160000,Europe,Italy,Lazio,VITERBO,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",40,1,0,0,0,,
195008,OIE,38.870000,16.430000,Europe,Italy,Calabria,CORTALE,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",481,1,0,0,0,,
195007,OIE,42.940000,12.500000,Europe,Italy,Umbria,GUALDO CATTANEO,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",11,1,0,0,0,,
195006,OIE,41.940000,12.710000,Europe,Italy,Lazio,TIVOLI,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",33,1,0,0,0,,
195005,OIE,42.750000,13.790000,Europe,Italy,Abruzzi,BELLANTE,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",345,2,0,0,0,,
195004,OIE,42.440000,12.180000,Europe,Italy,Lazio,VITORCHIANO,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",470,8,0,0,0,,
195003,OIE,42.390000,12.530000,Europe,Italy,Umbria,CALVI DELL'UMBRIA,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",68,3,0,0,0,,
195002,OIE,41.990000,12.380000,Europe,Italy,Lazio,ROMA*,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",900,8,0,0,0,,
195001,OIE,41.980000,12.390000,Europe,Italy,Lazio,ROMA,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",1000,10,0,0,0,,
195000,OIE,42.590000,12.040000,Europe,Italy,Lazio,BAGNOREGIO,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",400,38,0,0,0,,
194999,OIE,42.580000,11.430000,Europe,Italy,Toscana,MANCIANO,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",269,1,0,0,0,,
194998,OIE,42.740000,11.880000,Europe,Italy,Lazio,ACQUAPENDENTE*,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",207,3,0,0,0,,
194997,OIE,42.720000,11.890000,Europe,Italy,Lazio,ACQUAPENDENTE,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",240,4,0,0,0,,
194996,OIE,41.280000,14.430000,Europe,Italy,Campania,GIOIA SANNITICA,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",12,1,0,0,0,,
194995,OIE,41.100000,16.450000,Europe,Italy,Puglia,RUVO DI PUGLIA,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",9,1,0,0,0,,
194994,OIE,42.590000,12.730000,Europe,Italy,Umbria,MONTEFRANCO,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",6,1,0,0,0,,
194993,OIE,39.120000,16.090000,Europe,Italy,Calabria,AMANTEA,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",9,2,0,0,0,,
194992,OIE,39.250000,16.070000,Europe,Italy,Calabria,FIUMEFREDDO BRUZIO*,Unknown,30/10/2014,30/10/2014,Confirmed,Bluetongue,1,"domestic, unspecified mammal",55,6,0,0,0,,
