id,value,captured_a,latitude,longitude
14232797,9406,2011-10-22,37.431429999999999,140.987028333329988
15153149,1734,2012-01-07,37.401096666667002,140.993068333330001
15863760,2101,2012-03-23,37.406293333332997,140.989546666670009
17828696,2101,2012-03-23,37.406293333333302,140.989546666666996
14477146,3084,2011-11-08,37.389366666667001,141.007734999999997
17578535,2946,2012-02-11,37.389319999999998,141.007800000000003
15556051,2946,2012-02-11,37.389319999999998,141.007800000000003
14033122,4759,2011-09-24,37.431438333332999,140.986956666670011
15152808,2902,2012-01-07,37.389293333333001,141.007818333329993
15152829,1652,2012-01-07,37.399645000000000,140.994161666670010
15863876,2990,2012-03-23,37.406399999999998,140.989401666670005
17828930,2990,2012-03-23,37.406399999999998,140.989401666666993
14891045,3373,2011-12-17,37.389166666667002,141.007878333330012
14894518,3597,2011-12-18,37.389119999999998,141.007910000000010
15143105,2753,2011-11-24,37.389105000000001,141.007883333330000
15119294,2753,2011-11-24,37.389105000000001,141.007883333330000
14081986,3292,2011-10-05,37.389066666666999,141.007906666670010
15254058,2998,2012-01-14,37.389040000000001,141.007948333330006
14475816,3443,2011-11-08,37.389035000000000,141.007943333329990
14033645,9709,2011-09-24,37.431426666667001,140.986690000000010
14251207,3569,2011-10-29,37.388943333333003,141.008018333330000
14753764,3171,2011-12-08,37.388931666666998,141.007951666670010
17828625,2922,2012-03-23,37.388939999999998,141.007914999999997
15863724,2922,2012-03-23,37.388939999999998,141.007914999999997
14890185,2852,2011-12-17,37.388881666666997,141.007970000000000
15863761,2065,2012-03-23,37.406570000000002,140.988916666670008
17828698,2065,2012-03-23,37.406570000000002,140.988916666666995
14033789,7492,2011-09-24,37.411553333333003,140.986691666669998
14866089,3458,2011-12-15,37.388783333333002,141.007974999999988
14866542,10812,2011-12-15,37.431370000000001,140.986453333329990
14477147,3159,2011-11-08,37.388806666667001,141.007911666669997
14315609,3204,2011-11-05,37.388758333333001,141.007994999999994
15152830,1625,2012-01-07,37.399941666666997,140.993358333330008
14463051,3047,2011-11-10,37.388673333333003,141.008046666669998
15863875,3208,2012-03-23,37.406756666667000,140.988574999999997
17828928,3208,2012-03-23,37.406756666666702,140.988574999999997
14963142,3690,2011-12-17,37.388508333333000,141.008138333330010
14032275,3192,2011-09-24,37.388550000000002,141.008048333330009
15119293,2713,2011-11-24,37.388518333333003,141.008070000000004
15143104,2713,2011-11-24,37.388518333333003,141.008070000000004
15153148,1718,2012-01-07,37.401065000000003,140.992191666670010
15152807,2883,2012-01-07,37.388511666667000,141.008061666669988
17578531,2896,2012-02-11,37.388485000000003,141.008058333332997
15556050,2896,2012-02-11,37.388485000000003,141.008058333330013
14475815,3370,2011-11-08,37.388441666666999,141.008143333329997
14033123,5279,2011-09-24,37.431365000000000,140.986163333330012
14892667,3023,2011-12-18,37.388491666667001,141.007998333329994
15152831,1595,2012-01-07,37.400188333332999,140.992816666669995
17828997,3034,2012-03-23,37.388398333333299,141.008164999999991
15863909,3034,2012-03-23,37.388398333333001,141.008164999999991
14232796,9438,2011-10-22,37.431356666667000,140.986115000000012
